"Term" "Overlap" "P.value" "Adjusted.P.value" "Old.P.value" "Old.Adjusted.P.value" "Odds.Ratio" "Combined.Score" "Genes"
"1" "TargetScan microRNA 2017" "44/101" 3.91869134400899e-24 4.70242961281079e-22 0 0 6.06745911359938 327.013502424593 "RAB3B;ANKRD33B;ONECUT2;NUFIP2;RORA;CACNA1E;LPP;IGF1R;PTAR1;KIAA1549;IPO9;ZNF704;UBN2;LAMP2;NSD2;PDK3;ABL2;KIF1B;SOX6;DLGAP2;PLXNA4;SCAI;NTRK2;POU2F1;CBX5;HELZ;PARVA;C1ORF21;ACVR2B;DCLK1;QKI;HIPK2;ENAH;FMNL3;PPM1A;NFASC;CDK6;SESTD1;TAOK1;KCNMA1;LCOR;BRWD1;ZNF652;TNRC6B"
"2" "TargetScan microRNA" "48/127" 6.07065053696322e-23 3.64239032217793e-21 0 0 5.26396595968679 269.283397190196 "OTUD4;DDX3Y;DDX3X;PLAG1;SATB2;AFF4;BACH2;RPS6KA3;ZNF609;PCDHA1;TP53INP1;PCDHA5;PCDHA4;PCDHA3;E2F3;RICTOR;PCDHA2;PCDHA9;KPNA3;PCDHA8;PCDHAC2;PCDHA7;PCDHAC1;PCDHA6;MBNL2;BCL11B;FBXW7;SEMA6D;FNDC3B;ESRRG;PCDHA13;PCDHA12;PCDHA11;RSBN1;PCDHA10;QKI;ACVR2A;RAP2C;SON;RPS6KB1;TBL1XR1;KCNMA1;BRWD1;CPEB3;CPEB2;OGT;PAFAH1B1;TNRC6B"
"3" "miRTarBase 2017" "29/102" 7.34830549076014e-11 2.93932219630406e-09 0 0 3.95980119067125 92.397867465613 "LRRC58;BTG2;NUFIP2;KLHL15;PTEN;FOXK1;ARPP19;DCAF7;IGF1R;TMEM245;CCND2;CCND1;ZMAT3;UBN2;SHOC2;CBX6;YOD1;SKI;WEE1;CDK6;AGO3;ABI2;CRISPLD2;NFIC;TAOK1;CREBRF;LCOR;NFE2L1;TNRC6B"
"4" "WikiPathways 2016" "24/104" 2.52179212802319e-07 7.56537638406956e-06 0 0 3.21405613884723 48.8315593752202 "MAP2K3;MAP2K1;CHUK;IRS1;PRKCD;PTEN;PIK3R1;IGF1;FOXO1;VEGFA;IKBKB;CDC42;MAPK9;CCND3;MAPK8;CCND2;CCND1;APC;RPS6KB1;BCL2;KRAS;RAF1;MAP3K7;MAP2K6"
"5" "TF-LOF Expression from GEO" "26/124" 6.02282131468367e-07 1.44547711552408e-05 0 0 2.92029831970527 41.8260890418015 "TFRC;PTEN;SLC2A3;LPP;RTN4;CCND2;CCND1;LAMP2;GRB10;AP1S2;SSR1;PDLIM5;EIF4B;FDFT1;SLC12A2;CBX5;CADM1;PPP2R5C;FOSL2;HIPK2;ENAH;FKBP1A;TBL1XR1;CPD;CALM1;PAFAH1B1"
"6" "Virus Perturbations from GEO down" "25/119" 9.48840699156533e-07 1.89768139831307e-05 0 0 2.92596147093935 40.5773065770402 "DAZAP2;DIXDC1;PTEN;CREBL2;CLCN3;AMOT;LRP6;PCM1;UBL3;FNTA;ARIH1;SH3GL2;VTI1B;HSPA8;MBNL2;NEBL;CMTM4;STRBP;PARVA;DYNC1LI2;TBL1XR1;GNAQ;MMS19;NHLRC2;BRWD1"
"7" "WikiPathways 2015" "24/114" 1.49516877875808e-06 2.56314647787099e-05 0 0 2.93212138982554 39.3293401612769 "MAP2K3;MAP2K1;CHUK;ROCK1;IRS1;PRKCD;PTEN;PIK3R1;IGF1;VEGFA;IKBKB;CDC42;MAPK9;MAPK8;CCND2;CCND1;APC;RPS6KB1;TRAF6;BCL2;KRAS;RAF1;MAP3K7;MAP2K6"
"8" "ChEA 2016" "22/104" 3.71588223231579e-06 5.57382334847368e-05 0 0 2.94621812727662 36.8362542118309 "NRP2;POU2F1;IRS1;CHD9;IRF2BP2;SLC39A10;NAV1;LAMC1;RUNX1;SMAD7;FOSL2;ABTB2;ENAH;KLF7;WEE1;NUAK2;TBL1XR1;PIM1;PLXNA2;CALM1;JARID2;ATF6"
"9" "WikiPathways 2013" "24/122" 5.24472940700724e-06 6.99297254267632e-05 0 0 2.73985113475501 33.3118961818437 "MAP2K3;MAP2K1;CHUK;IRS1;TXNRD2;PRKCD;PIK3R1;IGF1;FOXO1;CRKL;IGF1R;IKBKB;CDC42;MAPK9;MAPK8;CCND2;CCND1;RPS6KB1;BCL2;RAPGEF1;KRAS;RAF1;MAP3K7;MAP2K6"
"10" "Human Gene Atlas" "23/116" 7.13468026077329e-06 8.56161631292795e-05 0 0 2.76150225722793 32.7253015775363 "CAST;EIF5A;B4GALT1;NUP210;ABHD2;SAMD4A;PIK3R1;CAMSAP1;RUNX1;FOSL2;SCUBE3;PPP2R1B;GNAQ;CPD;STK38;NF1;TNIK;NF2;PDLIM5;CSMD1;TRPM3;KLHDC10;ASB1"
