"Term" "Overlap" "P.value" "Adjusted.P.value" "Old.P.value" "Old.Adjusted.P.value" "Odds.Ratio" "Combined.Score" "Genes"
"1" "mTOR signaling pathway" "41/152" 6.43360880354076e-14 1.98155151149056e-11 0 0 3.75678053071397 114.110915072193 "PRKAA1;SEH1L;WNT2B;CAB39;IRS1;PTEN;PIK3R1;IGF1R;LRP6;IKBKB;RPS6KA3;FLCN;RPS6KA6;DEPTOR;AKT3;SESN2;GRB10;RICTOR;FNIP2;EIF4E;EIF4B;WNT4;WNT10B;MAP2K1;CHUK;FZD4;WNT3A;INSR;STRADB;FZD6;WNT7A;TSC1;IGF1;RRAGA;RPS6KB1;ATP6V1B2;KRAS;RAF1;SGK1;SOS2;LAMTOR3"
"2" "Autophagy" "31/128" 1.34104052124791e-09 2.06520240272179e-07 0 0 3.37308495821727 68.9115185947733 "PRKAA1;MTMR3;STX17;IRS1;ITPR1;PTEN;PIK3R1;MTMR4;IGF1R;MAPK9;MAPK8;DEPTOR;LAMP2;AKT3;MAP3K7;GABARAPL1;MAP2K1;ATG9A;PRKCD;TSC1;WIPI2;ATG14;ATG13;VAMP8;RRAGA;MRAS;RPS6KB1;TRAF6;BCL2;KRAS;RAF1"
"3" "MAPK signaling pathway" "52/295" 1.36159035904723e-09 1.39789943528849e-07 0 0 2.45503045182003 50.1184951992112 "PTPRR;CSF1;FLT3;FGF1;FGF2;CRKL;IGF1R;ELK4;IKBKB;RPS6KA3;RPS6KA6;FGF7;FGF9;AKT3;MAP3K7;MAP3K4;MAP2K3;MAP2K1;CHUK;CACNA2D1;DUSP9;CDC25B;PPM1A;MRAS;CACNB4;TRAF6;RAPGEF2;RAF1;SOS2;CACNA1E;CDC42;CACNA1I;MAPK9;MAPK8;MKNK1;GNA12;MAP2K6;HSPA8;NTRK2;BDNF;INSR;NFATC3;IGF1;VEGFA;TAOK1;FGF18;NF1;KRAS;FGFR4;MAP3K13;LAMTOR3;FGFR1"
"4" "Breast cancer" "33/147" 3.19207679747114e-09 2.45789913405278e-07 0 0 3.12659882894662 61.164383798872 "NOTCH2;WNT2B;PTEN;PIK3R1;FGF1;FGF2;DLL1;IGF1R;LRP6;DLL4;FGF7;CCND1;FGF9;AKT3;E2F3;WNT4;WNT10B;MAP2K1;FZD4;WNT3A;FZD6;WNT7A;IGF1;AXIN2;ESR2;CDK6;APC;RPS6KB1;FGF18;KRAS;RAF1;SOS2;FGFR1"
"5" "Pathways in cancer" "75/530" 1.14749748767837e-08 7.06858452409878e-07 0 0 1.97088348136858 36.0338543984651 "RET;WNT2B;FLT3;PTEN;LAMC1;FGF1;FGF2;CRKL;IGF1R;IKBKB;FGF7;EDNRA;CCND3;CCND2;FGF9;CCND1;RASSF5;AKT3;PIM1;MAP2K1;ARHGEF12;CHUK;ITGA2;AXIN2;RUNX1;BCR;TRAF3;CCNE1;TRAF6;RARB;RAF1;SOS2;NOTCH2;ROCK1;ROCK2;CUL2;GNAI3;PIK3R1;DLL1;FOXO1;ADCY5;LRP6;CDC42;DLL4;MAPK9;MAPK8;TERT;GNA12;E2F3;RUNX1T1;WNT4;EGLN1;WNT10B;FZD4;TXNRD2;WNT3A;ZBTB16;PTCH1;FZD6;WNT7A;IGF1;ESR2;VEGFA;CDK6;APC;RPS6KB1;GNAQ;IL2RB;FGF18;CCDC6;BCL2;KRAS;CALM1;FGFR4;FGFR1"
"6" "Signaling pathways regulating pluripotency of stem cells" "29/139" 1.54204861673961e-07 7.91584956592998e-06 0 0 2.9057533917156 45.5766950151813 "WNT2B;RIF1;PIK3R1;FGF2;IGF1R;AKT3;OTX1;JARID2;SKIL;WNT4;WNT10B;MAP2K1;ZFHX3;FZD4;WNT3A;PCGF5;FZD6;WNT7A;IGF1;AXIN2;DUSP9;ACVR2B;ACVR2A;APC;KRAS;RAF1;FGFR4;FGFR1;BMPR1A"
"7" "Insulin signaling pathway" "28/137" 3.93063380039504e-07 1.72947887217382e-05 0 0 2.846512006181 41.9840452026127 "PRKAA1;IRS1;PDE3B;PIK3R1;ACACB;FOXO1;CRKL;IKBKB;LIPE;MAPK9;MAPK8;PRKAR2A;MKNK1;AKT3;PHKG2;EIF4E;MAP2K1;INSR;TSC1;PHKA1;PPP1R3F;RPS6KB1;FASN;RAPGEF1;KRAS;RAF1;CALM1;SOS2"
"8" "Proteoglycans in cancer" "35/201" 8.7762105067729e-07 3.37884104510757e-05 0 0 2.42519990576366 33.8219614294181 "WNT2B;HPSE2;ROCK1;ROCK2;IHH;ITPR1;PIK3R1;FGF2;IGF1R;CDC42;CCND1;AKT3;EIF4B;WNT4;WNT10B;MAP2K1;ARHGEF12;FZD4;WNT3A;PTCH1;ITGA2;FZD6;WNT7A;FRS2;IGF1;HSPG2;DCN;VEGFA;MRAS;RPS6KB1;PDCD4;KRAS;RAF1;SOS2;FGFR1"
"9" "Neurotrophin signaling pathway" "25/119" 9.48840699156533e-07 3.24714372600236e-05 0 0 2.92596147093935 40.5773065770402 "PRDM4;IRS1;PIK3R1;CRKL;IKBKB;CDC42;RPS6KA3;MAPK9;RPS6KA6;MAPK8;IRAK2;ARHGDIA;AKT3;NTRK2;MAP2K1;BDNF;PRKCD;FRS2;TRAF6;BCL2;RAPGEF1;KRAS;RAF1;CALM1;SOS2"
"10" "Hippo signaling pathway" "30/160" 1.06644119747631e-06 3.28463888822703e-05 0 0 2.61142061281337 35.9101238767479 "YAP1;WNT2B;WWC1;FGF1;NKD1;AMOT;SAV1;CCND3;PARD6B;CCND2;CCND1;PPP2R1B;YWHAQ;PPP2R1A;BTRC;TEAD1;WNT4;YWHAH;WNT10B;FZD4;WNT3A;FZD6;WNT7A;AXIN2;SMAD7;LATS2;APC;FAT4;NF2;BMPR1A"
"11" "Gastric cancer" "28/149" 2.30239086094316e-06 6.44669441064086e-05 0 0 2.61726271709259 33.9761594628164 "WNT2B;PIK3R1;FGF1;FGF2;LRP6;FGF7;CCND1;FGF9;TERT;AKT3;E2F3;WNT4;WNT10B;MAP2K1;FZD4;WNT3A;FZD6;WNT7A;AXIN2;APC;RPS6KB1;CCNE1;FGF18;BCL2;RARB;KRAS;RAF1;SOS2"
"12" "PI3K-Akt signaling pathway" "50/354" 3.31121419712357e-06 8.49878310595048e-05 0 0 1.96717183639425 24.8221590279698 "CSF1;IRS1;FLT3;PTEN;LAMC1;FGF1;FGF2;IGF1R;IKBKB;GHR;CCND3;FGF7;CCND2;PPP2R1B;CCND1;FGF9;YWHAQ;PPP2R1A;MYB;AKT3;YWHAH;MAP2K1;CHUK;ITGA2;TSC1;PPP2R5C;CCNE1;SGK1;RAF1;SOS2;PHLPP2;PRKAA1;PIK3R1;RELN;EIF4E;EIF4B;NTRK2;BDNF;INSR;IGF1;VEGFA;CDK6;RPS6KB1;ITGA10;FGF18;IL2RB;BCL2;KRAS;FGFR4;FGFR1"
"13" "Cellular senescence" "28/160" 9.57093557796817e-06 0.000226757550616477 0 0 2.43732590529248 28.1676382904394 "ITPR1;PTEN;PIK3R1;FOXO1;CCND3;CCND2;CCND1;RASSF5;CHEK1;AKT3;E2F3;BTRC;MAP2K6;MAP2K3;MAP2K1;NFATC3;TSC1;CDC25A;HIPK3;HIPK2;CDK6;MRAS;CCNE1;KRAS;RAF1;CALM1;MCU;RAD9A"
"14" "Melanoma" "17/72" 9.98581179061678e-06 0.000219687859393569 0 0 3.28845558650573 37.8644131049978 "MAP2K1;PTEN;PIK3R1;IGF1;FGF1;FGF2;IGF1R;FGF7;CDK6;CCND1;FGF9;AKT3;FGF18;E2F3;KRAS;RAF1;FGFR1"
"15" "Rap1 signaling pathway" "33/206" 1.13259609983919e-05 0.000232559732500314 0 0 2.23111664007356 25.4088778237978 "CSF1;GNAI3;PIK3R1;SIPA1L2;FGF1;FGF2;CRKL;ADCY5;IGF1R;CDC42;FGF7;PARD6B;FGF9;RASSF5;AKT3;MAP2K6;MAP2K3;MAP2K1;INSR;IGF1;VEGFA;GRIN1;MRAS;ADORA2A;GNAQ;FGF18;RAPGEF1;RAPGEF2;KRAS;CALM1;RAF1;FGFR4;FGFR1"
"16" "Axon guidance" "30/181" 1.41927414558277e-05 0.000273210273024682 0 0 2.30843811077425 25.7685865182498 "SEMA5B;ROCK1;ROCK2;SEMA3D;SEMA3A;GNAI3;PIK3R1;EFNB2;CDC42;PARD6B;PLXNA2;PLXNC1;SLIT2;SRGAP1;PLXNA4;WNT4;EPHA7;ARHGEF12;UNC5B;SEMA6D;PTCH1;TRPC1;NFATC3;UNC5D;RGMA;ENAH;PLXNB1;KRAS;EPHA1;RAF1"
"17" "Progesterone-mediated oocyte maturation" "20/99" 2.07888201570224e-05 0.000376644506374287 0 0 2.81365183872148 30.3342483560077 "MAP2K1;PDE3B;GNAI3;PIK3R1;IGF1;CDC25A;IGF1R;CDC25B;ADCY5;RPS6KA3;MAPK9;RPS6KA6;MAPK8;CDC23;AKT3;CDC27;KRAS;RAF1;CPEB3;CPEB2"
"18" "Wnt signaling pathway" "27/158" 2.13768216801966e-05 0.000365781170972252 0 0 2.38002891294383 25.5929348130483 "WNT2B;ROCK2;NKD1;LRP6;MAPK9;CCND3;MAPK8;CCND2;ZNRF3;CCND1;RSPO2;RSPO3;BTRC;MAP3K7;WNT4;RNF43;WNT10B;FZD4;WNT3A;SIAH1;FZD6;NFATC3;WNT7A;AXIN2;FOSL1;APC;TBL1XR1"
"19" "Regulation of actin cytoskeleton" "33/214" 2.53150083111433e-05 0.000410369608412218 0 0 2.1477104105381 22.731609943229 "ROCK1;ROCK2;BRK1;PIK3R1;WASL;FGF1;FGF2;ARHGAP35;MYLK3;CRKL;MYLK;MYLK4;CDC42;FGF7;FGF9;GNA12;NCKAP1L;PIP4K2C;MAP2K1;ARHGEF12;ITGA2;ENAH;MRAS;ABI2;APC;ITGA10;FGF18;KRAS;RAF1;FGFR4;SOS2;VCL;FGFR1"
"20" "Focal adhesion" "31/199" 3.60206721608302e-05 0.000554718351276785 0 0 2.16962248568749 22.1983135934777 "ROCK1;ROCK2;PTEN;PIK3R1;LAMC1;ARHGAP5;ARHGAP35;MYLK3;CRKL;MYLK;IGF1R;MYLK4;CDC42;MAPK9;CCND3;MAPK8;RELN;CCND2;CCND1;AKT3;MAP2K1;ITGA2;PARVA;IGF1;VEGFA;ITGA10;RAPGEF1;BCL2;RAF1;SOS2;VCL"
"21" "AMPK signaling pathway" "22/120" 4.02074465343962e-05 0.00058970921583781 0 0 2.55338904363974 25.8440208369348 "PRKAA1;CAB39;IRS1;INSR;STRADB;TSC1;PIK3R1;IGF1;PPP2R5C;HMGCR;ACACB;FOXO1;IGF1R;RAB10;LIPE;CCND1;PPP2R1B;RPS6KB1;PPP2R1A;FASN;AKT3;MAP3K7"
"22" "Acute myeloid leukemia" "15/66" 5.29440956618473e-05 0.000741217339265863 0 0 3.16535831856166 31.166985312538 "MAP2K1;CHUK;FLT3;ZBTB16;PIK3R1;RUNX1;IKBKB;CCND1;RPS6KB1;AKT3;PIM1;KRAS;RAF1;SOS2;RUNX1T1"
"23" "Ras signaling pathway" "34/232" 5.57519585578278e-05 0.000746591445035259 0 0 2.04111036403804 19.9918555244097 "CSF1;FLT3;PIK3R1;FGF1;FGF2;IGF1R;IKBKB;CDC42;MAPK9;FGF7;MAPK8;FGF9;RASSF5;AKT3;ABL2;SHOC2;NTRK2;MAP2K1;KSR1;CHUK;BDNF;INSR;IGF1;VEGFA;GRIN1;MRAS;FGF18;NF1;KRAS;CALM1;RAF1;FGFR4;SOS2;FGFR1"
"24" "Long-term depression" "14/60" 6.8633073827267e-05 0.000880791114116593 0 0 3.24976787372331 31.1546667110449 "MAP2K1;ITPR1;GNAI3;IGF1;GRM1;IGF1R;PPP2R1B;PPP2R1A;GNAQ;GNA12;KRAS;NOS1;RAF1;PRKG1"
"25" "Human papillomavirus infection" "43/330" 0.000107533975478293 0.00132481857789257 0 0 1.81480543597535 16.5831543640955 "NOTCH2;WNT2B;PTEN;PIK3R1;LAMC1;RBPJ;FOXO1;IKBKB;CDC42;CCND3;PARD6B;RELN;CCND2;PPP2R1B;TERT;CCND1;PPP2R1A;AKT3;WNT4;WNT10B;MAP2K1;TBP;CHUK;FZD4;WNT3A;ITGA2;FZD6;WNT7A;TSC1;AXIN2;PPP2R5C;VEGFA;CDK6;APC;RPS6KB1;CCNE1;TRAF3;ITGA10;ATP6V1B2;TBPL1;KRAS;RAF1;SOS2"
"26" "p53 signaling pathway" "15/72" 0.000151730481765377 0.0017974226301437 0 0 2.90157845868152 25.5147538222001 "SIAH1;PTEN;IGF1;PPM1D;CCND3;COP1;CCND2;CDK6;CCND1;CCNE1;ZMAT3;SESN1;CHEK1;SESN2;BCL2"
"27" "FoxO signaling pathway" "22/132" 0.000174269108131757 0.00198795871498449 0 0 2.32126276694522 20.0903199977787 "GABARAPL1;MAP2K1;PRKAA1;CHUK;IRS1;INSR;PTEN;PIK3R1;IGF1;FOXO1;GRM1;IGF1R;IKBKB;MAPK9;MAPK8;CCND2;CCND1;AKT3;KRAS;RAF1;SGK1;SOS2"
