"Term" "Overlap" "P.value" "Adjusted.P.value" "Old.P.value" "Old.Adjusted.P.value" "Odds.Ratio" "Combined.Score" "Genes"
"1" "protein kinase activity (GO:0004672)" "90/513" 1.63002996209747e-15 1.87616448637419e-12 0 0 2.44343449152128 83.1993793642332 "RET;DDR1;CCNT2;DYRK2;CCNT1;FLT3;LRRK1;FGF1;FGF2;IGF1R;IKBKB;RPS6KA3;FGF7;RPS6KA6;ZMYM2;FGF9;FASTK;AKT3;CHEK1;PIM1;PDK4;TLK1;PDK3;PIM3;MAP3K9;STK32A;MAP3K7;MAP3K4;PRKG1;PSKH1;MAP2K3;MAP2K1;EPHA7;KSR1;CHUK;MMD;STRADB;PRKCD;MINK1;DYRK1B;NRBP1;UHMK1;BCR;LATS2;SIK1;TNIK;EPHA1;SGK1;RAF1;PRKAA1;PKDCC;ROCK1;CAB39;ROCK2;PELI2;PPM1D;CDC42;STK33;MAPK8;NUAK2;IRAK2;MKNK1;STK38;PHKG2;ABL2;MAP2K6;CDK17;NTRK2;DMPK;INSR;ERLIN2;ACVR2B;HIPK3;DCLK1;ACVR2A;HIPK2;SRPK1;CDK8;SNRK;WEE1;RPS6KB1;TAOK1;WNK3;FGF18;NEK10;MAP3K13;FGFR4;CDK5R1;FGFR1;BMPR1A"
"2" "protein serine/threonine kinase activity (GO:0004674)" "69/368" 1.32143737771015e-13 7.60487210872193e-11 0 0 2.61142061281337 77.4413809425384 "CCNT2;DYRK2;CCNT1;LRRK1;MYLK3;MYLK;MYLK4;IKBKB;RPS6KA3;RPS6KA6;CCND1;FASTK;CHEK1;AKT3;PIM1;PDK3;TLK1;PIM3;MAP3K9;STK32A;MAP3K7;MAP3K4;PRKG1;PSKH1;MAP2K3;MAP2K1;CHUK;STRADB;PRKCD;MINK1;NRBP1;UHMK1;LATS2;SIK1;TNIK;SGK1;RAF1;PRKAA1;CAB39;ROCK1;ROCK2;PELI2;PPM1D;CDC42;STK33;MAPK8;NUAK2;IRAK2;MKNK1;STK38;PHKG2;MAP2K6;CDK17;DMPK;HMGA2;ACVR2B;DCLK1;HIPK3;ACVR2A;SRPK1;HIPK2;CDK8;SNRK;CDK6;RPS6KB1;TAOK1;WNK3;MAP3K13;BMPR1A"
"3" "ubiquitin protein ligase activity (GO:0061630)" "39/192" 2.650899027755e-09 1.01706159364867e-06 0 0 2.82903899721448 55.8689003706991 "UBE3C;PPP1R11;CUL2;PELI2;CBLC;UBR3;UBE2J1;CDC42;ZNRF2;ZNRF3;HECTD1;RNF138;HECTD4;RNF217;RBBP6;ARIH1;TMEM189-UBE2V1;BTRC;RNF111;RNF43;AREL1;ANKIB1;UBE2B;SMURF2;SMURF1;SIAH1;UBE4A;WWP1;UBE4B;BFAR;RNF41;RNF144B;RNF125;RLIM;UBE2V1;RNF183;UBE2K;CACUL1;ASB1"
"4" "ubiquitin-like protein ligase activity (GO:0061659)" "38/186" 3.56968059712972e-09 1.02717559182408e-06 0 0 2.84541887561027 55.3456441970261 "UBE3C;PPP1R11;CUL2;PELI2;CBLC;UBR3;UBE2J1;CDC42;ZNRF2;ZNRF3;HECTD1;RNF138;HECTD4;RNF217;RBBP6;TMEM189-UBE2V1;ARIH1;BTRC;RNF111;RNF43;AREL1;ANKIB1;UBE2B;SMURF2;SMURF1;SIAH1;WWP1;BFAR;PIAS2;RNF41;PIAS1;RNF144B;RNF125;RLIM;UBE2V1;RNF183;CACUL1;ASB1"
"5" "ubiquitin-protein transferase activity (GO:0004842)" "62/417" 3.48377536599383e-08 8.01965089251781e-06 0 0 2.07076678490077 35.5603754801775 "PPP1R11;UBE3C;FBXO27;CBLC;TNFAIP1;FBXO21;FBXO22;BACH2;TRIM9;CDC23;ARIH1;TMEM189-UBE2V1;BTRC;RNF111;RNF43;AREL1;ZER1;FBXW7;UBE2QL1;FBXO10;RNF41;RNF144B;RNF125;TRAF3;GAN;TRAF6;UBE2V1;CACUL1;KLHL18;KLHL15;PELI2;CUL2;UBR3;UBE2J1;FBXL20;CDC42;ZNRF2;RNF213;ZNRF3;HECTD1;RNF138;HECTD4;RNF217;RBBP6;ANKIB1;UBE2B;SMURF2;KLHL26;SMURF1;SIAH1;WWP1;KLHDC8B;BFAR;MARCH4;CHFR;MIB1;KBTBD2;RLIM;RNF183;UBE2K;SPSB4;ASB1"
"6" "kinase activity (GO:0016301)" "45/280" 2.84460207275573e-07 5.45689497623641e-05 0 0 2.2383605252686 33.7380750495601 "IPPK;PANK2;PRKAA1;PKDCC;ROCK1;PANK1;PIK3C2A;IKBKB;RPS6KA3;RPS6KA6;MAPK8;PPIP5K2;CHEK1;AKT3;PDK4;PDK3;ABL2;IP6K1;MAP3K7;PRKG1;CDK17;MAP2K1;KSR1;CHUK;MMD;PRKCD;MINK1;DYRK1B;DCLK1;PGM2L1;HIPK3;SRPK1;HIPK2;BCR;CDK8;WEE1;RPS6KB1;ETNK1;TAOK1;WNK3;NEK10;TNIK;EPHA1;RAF1;CDK5R1"
"7" "phosphotransferase activity, alcohol group as acceptor (GO:0016773)" "41/254" 8.44084481175857e-07 0.000138791605404773 0 0 2.24815212861623 31.4404373093662 "IPPK;PANK2;PRKAA1;PKDCC;ROCK1;PANK1;PIK3C2A;IKBKB;RPS6KA3;RPS6KA6;CHEK1;AKT3;PDK4;PDK3;ABL2;IP6K1;MAP3K7;PRKG1;CDK17;MAP2K1;KSR1;CHUK;MMD;PRKCD;MINK1;DYRK1B;DCLK1;PGM2L1;HIPK3;SRPK1;HIPK2;CDK8;RPS6KB1;ETNK1;TAOK1;WNK3;NEK10;TNIK;EPHA1;RAF1;CDK5R1"
"8" "ubiquitin conjugating enzyme binding (GO:0031624)" "10/29" 1.99475501230445e-05 0.00286995377395302 0 0 4.80261262126597 51.9758151139129 "RNF144B;ZMYM2;ANKIB1;RNF125;RNF138;TRAF6;DCUN1D4;RNF217;DCUN1D1;ARIH1"
"9" "MAP kinase kinase kinase activity (GO:0004709)" "17/78" 3.06295646066417e-05 0.00391718098469384 0 0 3.03549746446682 31.5495790445396 "RET;DDR1;NTRK2;EPHA7;FLT3;INSR;IGF1R;TAOK1;MAP3K21;MAP3K9;EPHA1;RAF1;FGFR4;MAP3K13;MAP3K7;MAP3K4;FGFR1"
"10" "ubiquitin-like protein conjugating enzyme binding (GO:0044390)" "10/35" 0.000122924243021721 0.0141485803718001 0 0 3.97930760047752 35.8294560395348 "RNF144B;ZMYM2;ANKIB1;RNF125;RNF138;TRAF6;DCUN1D4;RNF217;DCUN1D1;ARIH1"
