"Term" "Overlap" "P.value" "Adjusted.P.value" "Old.P.value" "Old.Adjusted.P.value" "Odds.Ratio" "Combined.Score" "Genes"
"1" "CD40 receptor complex (GO:0035631)" "5/11" 0.00110847216995856 0.494378587801519 0 0 5.55339590159382 37.7895964639282 "CHUK;TRAF3;TRAF6;TANK;BIRC2"
"2" "Golgi medial cisterna (GO:0005797)" "4/8" 0.00239253044584436 0.533534289423293 0 0 6.10873549175321 36.8686848453412 "TMEM59;MAN2A1;GOSR1;YIPF6"
"3" "integral component of plasma membrane (GO:0005887)" "149/1463" 0.0027783987883346 0.413055286532411 0 0 1.24429472080824 7.32377002429563 "CHRM3;CD84;SLCO6A1;ALCAM;SCN9A;CLEC5A;SLC16A7;BCAP29;ENPP1;EPHB1;KCNH2;EPHA5;PDGFRA;EPHA7;ABCG5;CXADR;SEMA6D;SLC6A15;EREG;PROCR;KCNQ3;ADAM8;AGTR2;PRKD1;IL6ST;STEAP2;CFTR;ATP6V1A;GRIA2;PTGFR;CALCRL;CHRNA5;PCDH10;HPN;TNFRSF11A;LRRC55;MCHR2;KCNV1;GRIN2A;CALHM1;FLRT2;NPC1L1;PLXNA4;ABCA1;CCR1;KL;MSR1;JAG1;CADM1;CADM2;ATP8B1;SLC33A1;SLC4A10;TNFRSF10A;CALHM3;GRIN2B;DCLK1;PTPRD;SLC6A6;PTPRB;DLG1;PTPRC;TNFSF4;TRIP6;SLC26A7;BMPR1B;FGFR2;PCDHB7;DDR1;GABRB2;TENM2;FLT1;PCDHGB4;GRIK1;GRIK2;SLC6A4;GHR;GRM5;CLEC1A;GRM7;SLC22A16;SGCB;GRM8;EMB;TRPC5;PCDHGA6;CR1;MME;CHUK;IL15;COL25A1;SLC2A13;PTH2R;ABCC9;IL17RD;TGFBR1;BACE1;TMEM2;MMP16;TRAF3;FSHR;TRAF6;RGR;MS4A1;BIRC2;CD44;HBEGF;SLC24A2;HCN4;NLGN1;SAMD8;LRP1;SLC20A2;NRXN1;PTGER3;NRXN3;CLCN3;TANK;EGFR;ACVR1C;GPA33;MLANA;P2RY1;HAS2;LRRC8D;S1PR3;LRRC8E;P2RY12;GABRA1;GABRP;NLGN4X;GABRA6;SLC31A2;GABRA5;PCDH7;GABRA4;KCNJ16;OPRK1;ATP2B1;HTR5A;ACVR2B;EPOR;DCBLD2;EPGN;GLRB;AXL;SLMAP;FAS;HCN1"
"4" "GABA-A receptor complex (GO:1902711)" "6/19" 0.00318252786242539 0.354851856660431 0 0 3.8581487316336 22.1846618243314 "GABRB2;GABRP;GABRA1;GABRA6;GABRA5;GABRA4"
"5" "nuclear chromosome (GO:0000228)" "10/52" 0.00867243306720314 0.77358102959452 0 0 2.34951365067431 11.154564862954 "ZBTB18;SETX;PBRM1;CCDC36;MSH4;H3F3A;HNRNPU;SMC1A;HDAC8;SMC2"
"6" "FACIT collagen trimer (GO:0005593)" "3/6" 0.00906401537654023 0.673758476322824 0 0 6.10873549175321 28.7320895468356 "COL16A1;COL14A1;COL12A1"
"7" "ISWI-type complex (GO:0031010)" "4/11" 0.0092383537336106 0.588615109312904 0 0 4.44271672127506 20.8114247861849 "HMGXB4;RBBP4;RSF1;BPTF"
"8" "intercalated disc (GO:0014704)" "7/31" 0.0111290845790797 0.620446465283695 0 0 2.75878377046919 12.4095428521759 "GJC1;DLG1;TMEM65;NRAP;CTNNA3;ANK3;DSC2"
"9" "bicellular tight junction (GO:0005923)" "12/72" 0.0134309759486769 0.665579474789986 0 0 2.03624516391774 8.77660680470154 "CLDN22;CLDN11;OCLN;DLG1;CXADR;APC;VAPA;SHROOM2;STRN;ANK3;TGFBR1;MPP7"
"10" "serine/threonine protein kinase complex (GO:1902554)" "6/25" 0.0136071129000645 0.606877235342876 0 0 2.93219303604154 12.6001102962095 "ACVR1C;CHUK;PHKB;MAP3K13;MAP3K7;TGFBR1"
"11" "NURF complex (GO:0016589)" "3/7" 0.0149027223044259 0.604237649797632 0 0 5.23605899293132 22.0239709105029 "HMGXB4;RBBP4;BPTF"
"12" "dendrite (GO:0030425)" "27/215" 0.0170965110016915 0.635420325562869 0 0 1.53428705374267 6.24283124402653 "GRIA2;CNTNAP2;TENM2;NLGN1;LRRK2;SYAP1;GRM7;MAP2;KIF13A;P2RY1;EPHA5;GABRA1;FARP1;NLGN4X;MME;GABRA6;KCNB1;GABRA5;KCNB2;GABRA4;CRIPT;ANK3;HTR5A;MLPH;NF1;STRN;CPEB4"
"13" "peroxisome (GO:0005777)" "14/92" 0.0172174331763553 0.590690399742652 0 0 1.85918036705532 7.55167989214048 "ABCD3;PNPLA8;PEX1;PEX13;PEX26;LACC1;TMEM135;NUDT7;AMACR;ZADH2;PIK3C3;FAR2;DNM1L;NUDT12"
"14" "microbody (GO:0042579)" "14/92" 0.0172174331763553 0.548498228332463 0 0 1.85918036705532 7.55167989214048 "ABCD3;PNPLA8;PEX1;PEX13;PEX26;LACC1;TMEM135;NUDT7;AMACR;ZADH2;PIK3C3;FAR2;DNM1L;NUDT12"
"15" "dendrite membrane (GO:0032590)" "5/20" 0.0200197644422374 0.595254329415858 0 0 3.0543677458766 11.9457399856026 "GABRA1;GABRA6;KCNB1;GABRA5;GABRA4"
"16" "nuclear matrix (GO:0016363)" "10/59" 0.0205280767839963 0.572220140353897 0 0 2.07075779381465 8.04688554023786 "TEP1;RAD21;ZNF703;ATN1;HNRNPU;CASK;ZNF326;FIGN;SMC1A;RUNX1T1"
"17" "core mediator complex (GO:0070847)" "3/8" 0.0224088563878847 0.587902938176268 0 0 4.58155161881491 17.4021030412426 "MED14;MED4;MED17"
"18" "chromosome (GO:0005694)" "14/97" 0.0261970867893719 0.649105594892215 0 0 1.76334632751639 6.42229611862244 "ZBTB18;PBRM1;H3F3A;HNRNPU;NCAPG;HMGB1;SMC1A;HDAC8;SMC2;SETX;MSH4;RAD21;CHAMP1;CDK13"
"19" "intrinsic component of the cytoplasmic side of the plasma membrane (GO:0031235)" "4/15" 0.0293749085539582 0.689537327108704 0 0 3.25799226226838 11.492940483256 "RASA2;DAB2IP;NF1;RASAL2"
"20" "telomerase holoenzyme complex (GO:0005697)" "5/22" 0.0296879196306426 0.662040607763331 0 0 2.77669795079691 9.76568851657762 "HMBOX1;LSM11;TEP1;GAR1;HNRNPU"
"21" "RNA polymerase II transcription factor complex (GO:0090575)" "19/147" 0.0313487375029139 0.665787472680934 0 0 1.57912890263008 5.46786218288118 "SMAD2;YAP1;GTF2A1;POU2F1;THRB;LDB1;TCF12;TAF9;HNRNPU;RORA;NR1D2;MED4;GTF2F1;HIF1A;MED17;MED14;CREB1;NR5A2;TEAD1"
"22" "fibrillar center (GO:0001650)" "17/131" 0.0388159390201524 0.786904945590362 0 0 1.58547333373747 5.15108286828267 "AKNA;RNMT;CRIPT;SPATA2;URB1;AFF4;ICK;ARHGAP32;FAM111A;RPS6KA6;NUAK1;DSN1;NFIB;CAMK4;GAR1;POLR2F;HOXB5"
"23" "perinuclear region of cytoplasm (GO:0048471)" "41/378" 0.0391009150905245 0.758217744798867 0 0 1.32517542413694 4.29570112268257 "EIF4A2;CHODL;HCN4;DDX4;SRCAP;CSF1;FAF1;WWC1;SYAP1;RASEF;PTPN22;NXT2;PKHD1;TMEM100;SCEL;COL4A3BP;SLK;TNKS2;KIF5B;UBR5;DNM1L;VTI1B;SNCA;EPHA5;ABCA1;KCNH2;GALNT4;GALNT2;AMFR;GALNT1;AXIN1;CSNK1D;PRKCA;INHBB;TPD52L1;DLG1;MLPH;APC;VAPA;NEDD4;TRAF6"
"24" "integral component of Golgi membrane (GO:0030173)" "7/40" 0.0416643132444621 0.774261821126254 0 0 2.13805742211362 6.79498234530611 "UBIAD1;SAMD8;SYS1;TBC1D20;GALNT2;ACER3;STEAP2"
"25" "platelet alpha granule membrane (GO:0031092)" "4/17" 0.0449675511979951 0.802221113372232 0 0 2.87469905494269 8.91678215906366 "TMX3;PCDH7;PHACTR2;SNCA"
"26" "main axon (GO:0044304)" "6/33" 0.0488126043255162 0.83732390496847 0 0 2.22135836063753 6.7079840375721 "ROBO2;CNTNAP2;KCNQ3;MBP;ANK3;C9ORF72"
"27" "centriolar satellite (GO:0034451)" "5/25" 0.0489311356309282 0.808269870051628 0 0 2.44349419670128 7.3728561139961 "CCDC13;CCDC14;SSX2IP;BBS4;PAX2"
"28" "nuclear periphery (GO:0034399)" "11/78" 0.0522684537212765 0.832561798560333 0 0 1.72297667716116 5.08512835572396 "AHCTF1;TEP1;RAD21;ZNF703;ATN1;HNRNPU;CASK;ZNF326;FIGN;SMC1A;RUNX1T1"
"29" "ESC/E(Z) complex (GO:0035098)" "4/18" 0.0541922150160354 0.833438893005234 0 0 2.71499355189031 7.9147981137404 "AEBP2;RBBP4;JARID2;SIRT1"
"30" "IkappaB kinase complex (GO:0008385)" "3/11" 0.0549033096658301 0.816229203698674 0 0 3.33203754095629 9.6701781982506 "CHUK;MAP3K13;MAP3K7"
"31" "spanning component of membrane (GO:0089717)" "3/11" 0.0549033096658301 0.789899229385814 0 0 3.33203754095629 9.6701781982506 "NLGN1;NLGN4X;NPC1L1"
"32" "DNA-directed RNA polymerase II, holoenzyme (GO:0016591)" "12/90" 0.062799495031565 0.875267962002437 0 0 1.62899613113419 4.50874892517037 "SETD5;GTF2A1;MED14;TAF9;CTR9;POLR2F;RPRD1A;MED4;GTF2F1;PPARGC1A;POLR2K;MED17"
"33" "small nuclear ribonucleoprotein complex (GO:0030532)" "4/19" 0.0643571683379498 0.869796881173503 0 0 2.5720991544224 7.05605749943336 "SNRPN;LSM11;TGS1;GEMIN4"
"34" "condensed chromosome kinetochore (GO:0000777)" "4/19" 0.0643571683379498 0.844214619962518 0 0 2.5720991544224 7.05605749943336 "AHCTF1;DSN1;CHAMP1;NSL1"
"35" "filopodium membrane (GO:0031527)" "3/12" 0.0688806882645689 0.877736770457078 0 0 3.0543677458766 8.17159262885148 "ITGA3;UTRN;ARF6"
