"Term" "Overlap" "P.value" "Adjusted.P.value" "Old.P.value" "Old.Adjusted.P.value" "Odds.Ratio" "Combined.Score" "Genes"
"1" "phosphatidylinositol 3-kinase activity (GO:0035004)" "18/76" 3.1357953569807e-05 0.0360930045588479 0 0 2.8936115487252 30.0068750879611 "PDGFRA;KL;GAB1;NRG1;PTPN11;PIK3CB;FGF1;PIK3C2A;FGF2;EGFR;EREG;BTC;FGF7;PIK3CA;PIK3C3;GRB2;FGFR2;HBEGF"
"2" "growth factor receptor binding (GO:0070851)" "20/92" 4.40646132590027e-05 0.025359184930556 0 0 2.65597195293618 26.6390096360093 "PDGFRA;KL;LINGO1;ERAP1;IL36G;FGF1;FGF2;EREG;TIMM50;IL1F10;BTC;SNX4;ESM1;EPGN;SNX2;PDGFD;TRIP6;GRB2;IL6ST;HBEGF"
"3" "phosphatidylinositol-4,5-bisphosphate 3-kinase activity (GO:0046934)" "16/68" 9.25320699332558e-05 0.0355014708310591 0 0 2.87469905494269 26.7000762414805 "PDGFRA;KL;GAB1;NRG1;PTPN11;PIK3CB;FGF1;FGF2;EGFR;EREG;BTC;FGF7;PIK3CA;GRB2;FGFR2;HBEGF"
"4" "1-phosphatidylinositol-3-kinase activity (GO:0016303)" "12/43" 0.000121230399070053 0.0348840473324078 0 0 3.40952678609481 30.7464909947083 "KL;FGF7;PIK3CA;GAB1;PTPN11;GRB2;PIK3C3;PIK3CB;FGF1;PIK3C2A;FGF2;FGFR2"
"5" "phosphatidylinositol bisphosphate kinase activity (GO:0052813)" "16/71" 0.00015951475567561 0.0367202967565255 0 0 2.75323289769159 24.0725452858852 "PDGFRA;KL;GAB1;NRG1;PTPN11;PIK3CB;FGF1;FGF2;EGFR;EREG;BTC;FGF7;PIK3CA;GRB2;FGFR2;HBEGF"
"6" "phosphatidylinositol kinase activity (GO:0052742)" "13/51" 0.00017538616559432 0.0336449127665105 0 0 3.11425730952124 26.9337177308607 "PI4K2B;KL;GAB1;PTPN11;PIK3CB;FGF1;PIK3C2A;FGF2;FGF7;PIK3CA;PIK3C3;GRB2;FGFR2"
"7" "integrin binding (GO:0005178)" "19/94" 0.000188633438961706 0.0310167268921319 0 0 2.46948881581513 21.1776073444977 "COL16A1;EGFL6;CXADR;ADAM22;NRG1;PRKCA;HMGB1;FGF1;FGF2;WISP1;ADAMTS5;ESM1;FRMD5;FAP;ADAM9;S1PR3;LGALS8;UTRN;FBN1"
"8" "transcription factor activity, RNA polymerase II core promoter proximal region sequence-specific binding (GO:0000982)" "41/280" 0.000194832733132703 0.0280315594794676 0 0 1.78898682258487 15.2839748232266 "NFAT5;AKNA;HLF;TSHZ3;PLAG1;TSHZ1;BHLHE41;SIX1;GATA3;PRDM1;NR3C1;ETS2;ZBTB2;ELK4;NACC2;CAMTA1;ZNF148;TEAD1;MEF2D;MYBL1;TCFL5;SMAD2;MEF2C;MYEF2;BCL11B;TCF12;EBF1;NR2F1;NFXL1;NR1D2;MITF;ETV1;CREB1;NFIA;NFIB;RFX4;TFEC;SNAI2;SSBP2;ATF6;SSBP3"
"9" "epidermal growth factor receptor binding (GO:0005154)" "8/25" 0.000603744094511309 0.0772121614202796 0 0 3.90959071472205 28.979294355599 "BTC;SNX4;LINGO1;EPGN;SNX2;GRB2;EREG;HBEGF"
"10" "protein kinase activity (GO:0004672)" "63/513" 0.000775321159536484 0.0892394654626493 0 0 1.50039117341307 10.746151497785 "DDR1;GSK3B;CCNT2;FLT1;DYRK2;LRRK2;FGF1;FGF2;FGF7;RPS6KA6;SLK;AKT3;CPNE3;MAP3K7;EPHB1;EPHA5;PDGFRA;EPHA7;PRKCH;KSR1;CHUK;PRKCA;NRG1;CSNK1D;TGFBR1;EREG;BTC;MELK;MAPKAPK5;SGK3;PRKD1;TNIK;HBEGF;PRKAA2;ROCK1;PELI2;CAMK2A;NLK;EGFR;NUAK1;ACVR1C;ABL2;MAP2K6;MARK1;MAP3K2;DCLK3;DCLK2;BRAF;ERLIN2;ACVR2B;HIPK3;DCLK1;MAPK13;ICK;TAOK3;AXL;STK17B;AAK1;CDK13;MAP3K13;BMPR1B;FGFR2;BMPR1A"
"11" "neurotransmitter receptor activity involved in regulation of postsynaptic membrane potential (GO:0099529)" "7/21" 0.00101223785781678 0.10591688857701 0 0 4.07249032783547 28.0822304962959 "GRIA2;GABRA1;GABRA6;GABRA5;GABRA4;GRIK1;GRIK2"
"12" "core promoter proximal region sequence-specific DNA binding (GO:0000987)" "38/278" 0.00124032844589162 0.118968170101771 0 0 1.67001401932821 11.1763668507202 "NFAT5;AKNA;PLAG1;BHLHE41;SIX1;GATA3;PRDM1;NR3C1;ETS2;ZBTB2;ELK4;RBBP4;NSD1;NACC2;UTY;ZNF148;TEAD1;MEF2D;MYBL1;TCFL5;SMAD2;MEF2C;MYEF2;TCF12;NR2F1;RFX3;MITF;ETV1;PAX2;TFCP2;CREB1;NFIA;NFIB;RFX4;TFEC;SSBP2;ATF6;SSBP3"
"13" "protein serine/threonine kinase activity (GO:0004674)" "47/368" 0.00154516422088935 0.136806462941818 0 0 1.56038352235 10.0997775249938 "GSK3B;CCNT2;DYRK2;PRKAA2;ROCK1;LRRK2;PELI2;CAMK2A;NLK;RPS6KA6;NUAK1;SLK;ACVR1C;AKT3;CPNE3;MAP3K7;MARK1;MAP2K6;MAP3K2;CDK19;PRKCH;CHUK;DCLK3;DCLK2;CSNK1D;PRKCA;BRAF;ACVR2B;DCLK1;HIPK3;TGFBR1;MAPK13;ICK;MELK;CDK6;TAOK3;CAMK4;STK17B;AAK1;SGK3;MAPKAPK5;PRKD1;TNIK;CDK13;MAP3K13;BMPR1B;BMPR1A"
"14" "GTPase regulator activity (GO:0030695)" "37/275" 0.00189208923436007 0.155556764910603 0 0 1.64380518687177 10.3067795804202 "ARHGAP9;GPSM1;RGS18;NRP1;TBC1D9B;FAM13B;LRRK2;RASAL2;RGPD4;PREX2;SYDE2;RGS4;RGS5;RIMS1;RANBP3L;ARHGAP20;RIC8B;BNIP2;SLIT2;DNM1L;EVI5;TBC1D15;APPL1;STARD13;RALGAPA1;DAB2IP;AXIN1;ARHGAP24;ARHGAP32;TBC1D20;CDC42EP3;RASA2;TBC1D7;NF1;RGS10;PLCB1;CPEB2"
