"Term" "Overlap" "P.value" "Adjusted.P.value" "Old.P.value" "Old.Adjusted.P.value" "Odds.Ratio" "Combined.Score" "Genes"
"1" "contractile actin filament bundle (GO:0097517)" "9/40" 0.000411944233326257 0.183727128063511 0 0 3.84286934244236 29.95371612469 "SEPT11;SEPT7;ABLIM3;DAAM1;FBLIM1;NEBL;SYNPO2;PXN;SORBS1"
"2" "stress fiber (GO:0001725)" "9/40" 0.000411944233326257 0.0918635640317553 0 0 3.84286934244236 29.95371612469 "SEPT11;SEPT7;ABLIM3;DAAM1;FBLIM1;NEBL;SYNPO2;PXN;SORBS1"
"3" "cyclin/CDK positive transcription elongation factor complex (GO:0008024)" "4/8" 0.000676536909012178 0.10057848713981 0 0 8.5397096498719 62.3272720159299 "RB1;SNW1;CCNT2;CDK13"
"4" "chromosomal region (GO:0098687)" "12/76" 0.00146910038180057 0.163804692570764 0 0 2.69675041574902 17.5911862574512 "DCLRE1B;HELLS;SALL1;FMR1;CHEK2;RCC2;HJURP;PMEPA1;BIRC5;PPP2R5C;THOC7;WAPL"
"5" "actomyosin (GO:0042641)" "9/48" 0.00165892086181215 0.147975740873644 0 0 3.20239111870196 20.5003884647367 "SEPT11;SEPT7;ABLIM3;DAAM1;FBLIM1;NEBL;SYNPO2;PXN;SORBS1"
"6" "chromosome, centromeric region (GO:0000775)" "9/49" 0.00192840783506422 0.143344982406441 0 0 3.13703619791213 19.6098032911296 "HELLS;CBX5;RCC2;HJURP;PMEPA1;BIRC5;PPP2R5C;NCAPD3;WAPL"
"7" "nuclear body (GO:0016604)" "53/618" 0.00348539426376921 0.222069405948724 0 0 1.46473984285829 8.28921779589694 "RB1;DCLRE1B;ELL;HP1BP3;RAPH1;ZBTB20;LSM11;CHEK2;PMEPA1;UBXN7;ARIH1;PRKACA;TRIM22;RAB8B;NCOA2;TCF12;PIAS2;THOC7;UHMK1;KAT6A;PPIE;SRSF4;NCBP3;GLYR1;PRKAA2;SRCAP;ZNF470;NUFIP2;POMP;AK3;ARHGAP18;STK4;NACC1;ABL1;SH3BP5;NCAM2;ZNF621;SF3B1;SRSF10;BARD1;ATF7IP;NOP58;CBX5;MBD1;SCRT1;CHFR;CNOT7;SNW1;WT1;HBP1;FBXL3;CDK13;ZPR1"
"8" "nucleolus (GO:0005730)" "56/676" 0.00560072817980227 0.312240596023976 0 0 1.41486313725688 7.33586538650695 "EIF4A2;TOP2A;DOCK4;FMR1;CDCA7L;HJURP;NUCKS1;FMN2;TNFAIP1;PHF6;CDC14B;RPS6KA6;AKAP11;CCND2;OSBP;SPIN1;CPNE3;MACROD2;CTSB;BCAS3;RPS9;UTP11;DIMT1;LARP4B;ILF2;PAX2;ZEB2;GPRC5B;ILF3;RCN2;KAT6A;ANG;ZNF554;KDM7A;NRXN1;FXR1;DHX33;DDRGK1;ERI2;NRIP1;ABL1;DNAJB9;H1FX;NOP58;PDHA1;CBX5;PCGF5;CRIPT;APTX;NIN;LIN28B;GNL3L;KLHL7;RIOX2;TAF1;ZPR1"
"9" "mitochondrial outer membrane (GO:0005741)" "14/115" 0.00729367232805775 0.361441984257084 0 0 2.07923365388186 10.2313850748655 "MOAP1;MAOB;MYOC;STARD7;CISD2;MIEF2;MIEF1;TMEM173;TOMM22;CASP8;BCL2;PMAIP1;BCL2L2;TOMM6"
"10" "trans-Golgi network transport vesicle (GO:0030140)" "4/15" 0.00948704440600035 0.423122180507616 0 0 4.55451181326502 21.2141333691378 "TMED10;GOPC;STEAP2;RAB8B"
