"Term" "Overlap" "P.value" "Adjusted.P.value" "Old.P.value" "Old.Adjusted.P.value" "Odds.Ratio" "Combined.Score" "Genes"
"1" "NOTCH1 regulation of human endothelial cell calcification WP3413" "6/17" 0.000281245652530487 0.13274794799439 0 0 6.02803034108605 49.2868763484272 "JAG1;GJA5;LPAR1;CALU;SOX6;SAT1"
"2" "VEGFA-VEGFR2 Signaling Pathway WP3888" "25/236" 0.00305097179001615 0.720029342443812 0 0 1.80926051904066 10.4797708742236 "FLT1;PRKAA2;ROCK1;SRF;PXN;NDRG1;HDAC9;SLC8A1;CAMKK2;GRB10;DNAJB9;ITGAV;MAP2K6;JAG1;FRS2;SMARCA2;PGF;VAV2;NR4A3;RPS6KB1;MAPKAPK2;BCL2;PRKD1;BCAR1;ATF4"
"3" "Regulation of Microtubule Cytoskeleton WP2038" "8/46" 0.00481524913841009 0.757599197776522 0 0 2.97033379125979 15.8496045533119 "TIAM1;TRIO;ROCK1;GNAQ;STMN1;MAPKAPK2;ABL1;PRKACA"
"4" "Apoptosis WP254" "11/84" 0.00970355155327195 1 0 0 2.2365906225855 10.3671864769026 "HRK;MAPK10;HELLS;CASP7;CASP8;IRF1;BCL2;BIRC5;PMAIP1;NFKBIE;BCL2L2"
"5" "Mesodermal Commitment Pathway WP2857" "16/147" 0.01234633928535 1 0 0 1.85898441357756 8.16911306503859 "ZNF462;SRF;ARID5B;PHF6;POU5F1;PARP8;ADAM19;SOX17;PRKAR1A;TRIM5;SESN1;HAND1;TCF4;PRKACA;TEAD1;FOXA2"
"6" "Insulin Signaling WP481" "17/160" 0.0126777841196779 0.997319017414661 0 0 1.81468830059778 7.92638446697479 "MAP3K2;PRKAA2;SRF;SNAP23;PPP1R3A;SORBS1;MAPK10;RPS6KA6;TBC1D4;RPS6KB1;KIF3A;GRB10;MAP3K9;MAP3K13;SOS1;MAP3K4;MAP2K6"
"7" "p38 MAPK Signaling Pathway WP400" "6/34" 0.0130470025133177 0.879740740897993 0 0 3.01401517054303 13.0784051762582 "MAX;MAPKAPK2;MAP3K9;MEF2D;TGFBR1;MAP2K6"
"8" "Apoptosis Modulation and Signaling WP1772" "11/91" 0.0171098879676083 1 0 0 2.06454519007892 8.39877368410477 "HRK;CASP7;CASP8;TRAF6;TOLLIP;BCL2;BIRC5;PMAIP1;PRKD1;NAIP;BCL2L2"
"9" "Adipogenesis WP236" "14/130" 0.0200721586297454 1 0 0 1.83932207843395 7.18884607985032 "RB1;NCOA2;MBNL1;EPAS1;CELF1;ADIPOQ;EBF1;LIFR;GATA2;ZMPSTE24;KLF7;SP1;NRIP1;MEF2D"
"10" "SRF and miRs in Smooth Muscle Differentiation and Proliferation WP1991" "3/11" 0.0231788579659951 1 0 0 4.65802344538467 17.5351977813542 "CCND2;SRF;MEF2D"
"11" "Lipid Metabolism Pathway WP3965" "5/29" 0.0250566781839145 1 0 0 2.94472746547307 10.8560761294883 "PRKAA2;PDHA1;PRKAR1A;ABHD5;PRKACA"
"12" "miRs in Muscle Cell Differentiation WP2012" "5/29" 0.0250566781839145 0.985562675233971 0 0 2.94472746547307 10.8560761294883 "PRKAR1A;SRF;PRKD1;PRKACA;MEF2D"
"13" "Oxidative Damage WP3941" "6/40" 0.0277064980514268 1 0 0 2.56191289496157 9.18724587516454 "MAPK10;TRAF6;C5AR1;BCL2;MAP3K9;NFKBIE"
"14" "EGF/EGFR Signaling Pathway WP437" "16/162" 0.0282862957076944 0.953652255287981 0 0 1.68685622713519 6.01427981525828 "MAP3K2;ROCK1;CRKL;PIK3C2B;VAV2;RPS6KB1;SP1;INPP5D;RASA1;STMN1;GRB10;ABL1;SOS1;MEF2D;MAP3K4;BCAR1"
"15" "Retinoblastoma Gene in Cancer WP2446" "10/87" 0.030557309958234 0.961536686685765 0 0 1.96315164364871 6.84777004325831 "RB1;TOP2A;BARD1;TFDP2;STMN1;ABL1;TTK;E2F3;CDC7;SMARCA2"
"16" "Translation Factors WP107" "7/52" 0.0310057649878885 0.914670067142711 0 0 2.29915259804244 7.98629536590972 "EIF4A2;EEF1B2;EIF2B3;EEF2K;EIF3J;EIF4EBP2;EIF4B"
"17" "IL-2 Signaling Pathway WP49" "6/42" 0.0343330012940796 0.953245682988562 0 0 2.43991704282054 8.22654202882421 "CCND2;RPS6KB1;IL2RA;BCL2;SOS1;CRKL"
"18" "Pathways Affected in Adenoid Cystic Carcinoma WP3651" "8/65" 0.0353141891890449 0.926016516512733 0 0 2.10208237535308 7.02825027556214 "SRCAP;MAX;CHEK2;KAT6A;KMT2C;ARID5B;IL17RD;SMARCA2"
