Enrichr_Libraries_Most_Popular_Genes
TargetScan microRNA 2017	26/101	9.303530e-11	1.116424e-08	0	0	4.396682	101.554751	RAB3B;INO80D;CSRNP3;BNC2;ONECUT2;NUFIP2;SYNPO2;CUX1;UBN2;LAMP2;PSD3;KIF1B;SOX6;PPARGC1B;FZD3;KLF12;CBX5;MICAL3;KSR2;ENAH;MKLN1;DOK6;AAK1;LCOR;PGR;TNRC6B
dbGaP	19/106	1.139073e-05	6.834436e-04	0	0	3.061405	 34.847092	RYR2;PCDH9;NRXN1;GLIS3;CACNA1C;FMN2;PLXDC2;HDAC9;SGCZ;NRG3;ZMIZ1;ERBB4;HECTD4;MACROD2;NXPH1;ZNF385D;ASTN2;SOX5;ZPR1
TargetScan microRNA	21/127	1.471187e-05	5.884747e-04	0	0	2.824156	 31.423977	MBNL1;KLF12;BCL11B;FMR1;SATB2;TCF12;RNF38;PCDH19;AFF4;PHF6;PHF20L1;PURB;HIC2;NR4A3;RPS6KB1;SP1;PLAGL2;E2F3;KPNA3;CSNK1G1;TNRC6B
miRTarBase 2017	18/102	2.396068e-05	7.188203e-04	0	0	3.014015	 32.066399	RAB5B;RNF11;NUFIP2;KLHL15;CELF1;GDE1;STK4;PURB;CCND2;ZMAT3;UBN2;NFIC;NACC1;CREBRF;LCOR;PLAGL2;ALDOA;TNRC6B
TF-LOF Expression from GEO	19/124	1.073541e-04	2.576499e-03	0	0	2.617008	 23.917822	CXADR;CBX5;NAP1L1;PPP2R5C;ATP1B1;NDRG1;TMEM164;FOSL2;ENAH;LDHB;CCND2;TSPAN6;LAMP2;GRB10;PAPOLA;BBX;NABP1;IDS;EIF4B
Virus Perturbations from GEO down	15/119	4.039128e-03	8.078255e-02	0	0	2.152868	 11.866020	NEBL;ATP2B4;PURB;PREPL;SRR;RMND5A;ARMC10;TFDP2;GNAQ;FAM120B;CD59;ARIH1;SEPHS1;PPIA;SEC63
LINCS L1000 Chem Pert up	13/100	5.518534e-03	9.460343e-02	0	0	2.220325	 11.544895	HEMK1;HLF;HUNK;ARID5B;APEH;ESR1;EPOR;CDC14B;CCND2;TRIM13;CALU;CCR9;SH3BP5
Genome Browser PWMs	13/102	6.521911e-03	9.782866e-02	0	0	2.176789	 10.954881	MBNL1;KLF12;BCL11B;BNC2;HOXA11;SALL1;NR4A3;STMN1;CPNE1;E2F3;NCDN;HOXB6;SOX5
WikiPathways 2015	14/114	6.759383e-03	9.012511e-02	0	0	2.097473	 10.480700	RB1;ROCK1;MAPK10;CASP7;CCND2;CASP8;RPS6KB1;SP1;TRAF6;ABL1;BCL2;PRKACA;SOS1;MAP2K6
KEA 2013	13/106	8.960652e-03	1.075278e-01	0	0	2.094646	  9.876071	RB1;PXN;ESR1;TGFBR1;CRKL;EEF2K;TRAF6;RASA1;STMN1;GRB10;ABL1;PRKD1;YWHAG
