"Term" "Overlap" "P.value" "Adjusted.P.value" "Old.P.value" "Old.Adjusted.P.value" "Odds.Ratio" "Combined.Score" "Genes"
"1" "cell communication by electrical coupling involved in cardiac conduction (GO:0086064)" "7/14" 5.52466449124758e-06 0.0281923628988364 0 0 8.5397096498719 103.384184781984 "RYR2;GJA5;FKBP1B;CACNA1C;ATP1B1;PRKACA;SLC8A1"
"2" "positive regulation of transcription, DNA-templated (GO:0045893)" "100/1120" 1.45568010221106e-05 0.0371416778079151 0 0 1.52494815176284 16.9840372230014 "RB1;CCNT2;PRDM2;HOXA11;SALL1;SOX17;ZMIZ1;CHEK2;TNFSF11;KAT7;EBF1;EBF4;ISL1;ILF2;PIAS2;POU3F3;MED6;NPAS4;ILF3;LMX1A;KAT6B;KAT6A;PGR;PRKD1;CLOCK;ATF4;EPAS1;GLIS3;GATA2;DHX33;DDRGK1;PPARGC1B;JAG1;BCL11B;IL31RA;PBX2;SMARCA2;ESR1;POU2F3;FOSL2;SNW1;HNRNPK;NR4A3;SP1;CREBRF;TCF4;CDK13;HOXD8;CSRNP3;ONECUT2;ELL;GLI3;MLX;SPIN1;YAF2;TEAD1;BCAS3;NCOA2;TCF12;TMEM173;POU5F1;PAX2;TGFBR1;DCN;ZEB2;TFDP2;MED21;IRF1;TRAF6;HAND1;TET3;WAC;ARHGEF2;MET;HLF;SRF;NR1I3;MOSPD1;MLLT3;CAMKK2;ERBB4;TP53INP2;ANKAR;NRIP1;E2F3;MEF2D;MAP3K2;ATF7IP;ZNF462;PCGF5;ASXL1;KLF7;RYBP;WT1;POU2AF1;NFIC;SSBP2;FOXA2;TAF1;ZPR1"
"3" "positive regulation of transcription from RNA polymerase II promoter (GO:0045944)" "79/848" 2.82292107751947e-05 0.0480178875286062 0 0 1.59112514702802 16.6672797917123 "CCNT2;CSRNP3;ONECUT2;ELL;WWC1;PRDM2;GLI3;SALL1;SOX17;ZMIZ1;MLX;TNFSF11;KAT7;TEAD1;BCAS3;NCOA2;TCF12;EBF1;EBF4;TMEM173;ISL1;POU5F1;MED6;PAX2;DCN;NPAS4;ZEB2;TFDP2;LMX1A;MED21;IRF1;TRAF6;HAND1;TET3;PGR;ARHGEF2;PRKD1;CLOCK;MET;ATF4;PAXIP1;HLF;EPAS1;SRF;NR1I3;GLIS3;MOSPD1;GATA2;DDRGK1;ANKAR;NRIP1;E2F3;MEF2D;PPARGC1B;ZNF462;JAG1;BCL11B;PCGF5;PBX2;MICAL2;SMARCA2;ESR1;POU2F3;FOSL2;ASXL1;KLF7;SNW1;HNRNPK;NR4A3;SP1;POU2AF1;NFIC;CREBRF;TCF4;CDK13;SSBP2;HOXD8;FOXA2;TAF1"
"4" "protein modification by small protein conjugation (GO:0032446)" "44/398" 3.89579109305682e-05 0.0497005548696723 0 0 1.88817700801188 19.1707153558688 "TOP2A;ZNF451;RNF11;EPAS1;KLHL15;DCUN1D3;CUL2;RNF38;CCNF;UBE3A;UBE3B;TNFAIP1;RCHY1;KLHL31;HERC5;NUB1;HERC3;ZNRF3;HECTD4;TPR;ARIH1;HERC6;BARD1;PIAS4;UBE2H;KLHL28;MSL2;UBE2G1;PEX12;PIAS2;CHFR;RNF144A;SELENOS;GAN;KLHL7;RLIM;WAC;BIRC5;FBXL3;SAE1;UBE2K;TRIM33;NAIP;FBXL7"
"5" "protein ubiquitination (GO:0016567)" "51/506" 0.000111343562734772 0.113637240127109 0 0 1.72144344720738 15.6701103015998 "RNF11;CCNF;UBE3A;UBE3B;TNFAIP1;KLHL31;HERC5;NUB1;HERC3;ARIH1;HERC6;MSL2;RNF144A;RNF125;SELENOS;GAN;TRAF6;TRIM13;WAC;BIRC5;CACUL1;NAIP;EPAS1;KLHL15;CUL2;RNF38;RCHY1;PSMB5;C18ORF25;ZNRF3;RMND5A;PSMB2;HECTD4;BARD1;UBE2H;KLHL28;BTBD11;MARCH8;UBE2G1;PEX12;CHFR;KLHL7;RLIM;BCL2;FBXL3;SAE1;RNF141;UBE2K;TRIM33;FBXL7;TAF1"
"6" "cellular response to catecholamine stimulus (GO:0071870)" "7/23" 0.000247636565824253 0.210614899233527 0 0 5.19808413470464 43.1625429244114 "RYR2;NR4A3;ATP2B4;PDE4B;ABL1;PRKACA;ATF4"
"7" "negative regulation of gene expression (GO:0010629)" "58/618" 0.000265800183978156 0.193768334120076 0 0 1.60292284690152 13.1964882650026 "RB1;FMR1;PTPN22;ZC3H6;GLI3;SALL1;CPNE1;MLX;KMT5A;YAF2;HAVCR2;DIS3L2;PIAS4;RBFOX2;IGFBP5;DAPK1;ADIPOQ;ARID5B;ZHX1;PAX2;PTBP2;POU3F3;HIC2;ILF3;TFDP2;KAT6B;PSPC1;KAT6A;TRAF6;IRF1;HAND1;TIMELESS;BIRC5;PGR;EIF4E2;CLOCK;DCP2;HDAC9;FXR1;DDRGK1;STC2;NACC1;XDH;BEND5;ATF7IP;CBX5;MBD1;SMARCA2;ESR1;CNOT7;SNW1;WT1;RIOX2;RLIM;ID4;TRIM33;RCOR1;TAF1"
"8" "anterograde axonal transport (GO:0008089)" "8/31" 0.000317058854172868 0.202243916605518 0 0 4.40759207735324 35.5094268101411 "FXR1;AP3M1;SPAST;KIF3A;FMR1;KIF1B;AP3B1;AP3S1"
"9" "regulation of transcription, DNA-templated (GO:0006355)" "126/1598" 0.000325758232297218 0.184704917712523 0 0 1.34668762939156 10.8130331453714 "RB1;ZNF570;PRDM2;NUCKS1;CELSR2;HOXA11;SALL1;SOX17;CHEK2;GPBP1;EPC2;KAT7;KMT5A;SOX6;TRIM22;ZNF322;PIAS4;RBFOX2;ADIPOQ;ARID5B;HCFC2;ILF2;PIAS2;POU3F3;MED6;NPAS4;HIC2;ILF3;PRKAR1A;PSPC1;KAT6B;KAT6A;ZNF317;TIMELESS;PPIE;CLOCK;AJUBA;ATF4;ZNF28;SRCAP;EPAS1;POU5F1B;NACC1;ABL1;ZNF547;PPARGC1B;CBX5;BCL11B;IL31RA;CDC6;SMARCA2;POU2F3;ESR1;SCRT1;FOSL2;SNW1;CNOT7;SP1;RIOX2;ID4;TCF4;RCOR3;ZNF532;RCOR1;BTG1;ZNF490;HP1BP3;ZC3H6;GLI3;ZMYM4;MLX;SPIN1;ERC1;YAF2;TEAD1;BRD3;NCOA2;ZNF483;KLF12;TGIF2;TCF12;ZHX1;POU5F1;PAX2;TGFBR1;TFDP2;MED21;IRF1;TRAF6;HAND1;WAC;BIRC5;PRMT9;ZNF470;SATB2;TGFBRAP1;ZNF3;MLLT3;HDAC9;CAMKK2;CUX1;ERBB4;TP53INP2;NRIP1;GPBP1L1;ZNF621;ZNF500;SRSF10;BEND5;MAP3K2;ATF7IP;KDM4C;NFYB;MBD1;ATP2B4;DEK;KLF7;RYBP;NR6A1;WT1;RLIM;ZNF577;SSBP2;TRIM33;FOXA2;TAF1"
"10" "positive regulation of autophagy (GO:0010508)" "12/67" 0.00046074163516479 0.235116456424592 0 0 3.05900047159591 23.5013006861947 "TMEM59;PRKAA2;ROCK1;DAPK1;SESN1;TRIM13;WAC;PRKD1;TRIM22;MID2;DCN;CAMKK2"
